Dsu1,Dsu2,Dsu3,Dsu4,Dsu5,msu1,msu2,msu3,msu4,msu5,mu1d,mu2d,mu3d,mu4d,mu5d,output
0.72311,0.26915,0.64104,0.50678,0.78605,2,1,3,2,2,2,3,2,3,3,3
0.83385,0.80126,0.12337,0.68659,0.46847,3,2,1,2,1,1,3,1,3,1,4
0.36764,0.69084,0.39436,0.98472,0.36345,1,2,2,2,2,1,2,1,1,3,5
0.053645,0.078505,0.081606,0.51282,0.40411,1,1,3,3,2,2,1,2,2,1,4
0.47057,0.73738,0.58913,0.47582,0.84285,1,2,2,3,1,1,3,1,2,3,4
0.81548,0.91216,0.22483,0.91589,0.45557,2,2,1,2,1,2,1,3,1,2,5
0.44601,0.071934,0.17796,0.88667,0.20868,1,1,2,3,3,3,1,1,1,2,1
0.62254,0.3617,0.76572,0.78977,0.5741,2,2,3,3,1,3,3,3,2,2,2
0.01481,0.62264,0.39429,0.31114,0.39032,1,3,2,2,3,1,1,2,3,2,4
0.46964,0.68902,0.21404,0.20528,0.84414,2,1,1,3,3,1,1,3,2,1,5
0.52193,0.74365,0.55823,0.84481,0.70466,1,3,1,1,3,2,3,3,2,1,2
0.90294,0.23249,0.91184,0.37835,0.79877,1,3,3,3,2,1,1,1,3,3,4
0.81977,0.11262,0.15342,0.082316,0.61537,2,1,1,1,2,1,3,2,2,3,5
0.83432,0.83606,0.49689,0.64033,0.52428,3,3,3,1,1,1,1,1,3,1,2
0.60138,0.89624,0.10194,0.55175,0.98721,1,1,1,1,3,3,3,2,3,1,4
0.46201,0.15941,0.97,0.33449,0.11168,1,3,2,2,3,2,3,3,2,3,1
0.43495,0.77762,0.36677,0.78095,0.54033,2,2,3,3,3,2,2,3,2,2,5
0.73175,0.8066,0.63455,0.023195,0.14821,3,2,2,2,2,1,1,2,2,1,3
0.46667,0.16159,0.69883,0.40829,0.52507,2,3,1,2,2,3,1,2,3,3,1
0.21933,0.32702,0.20364,0.14864,0.70676,1,3,2,2,3,1,2,3,2,3,5
0.16123,0.35308,0.76842,0.14974,0.81803,3,1,2,2,1,1,1,2,3,1,3
0.14453,0.68034,0.84774,0.68064,0.53636,2,2,3,1,3,1,3,2,2,1,2
0.00092594,0.65577,0.67425,0.50731,0.75235,3,3,1,2,1,3,1,2,1,1,2
0.80886,0.52189,0.67813,0.37831,0.33869,3,1,2,2,1,2,2,1,3,2,4
0.86369,0.59706,0.27655,0.82371,0.81113,3,2,3,1,3,1,3,1,1,3,2
0.86914,0.72743,0.44653,0.81312,0.59354,1,1,3,3,3,2,2,1,1,1,4
0.97015,0.41498,0.29071,0.59183,0.12012,1,3,2,2,3,2,3,3,1,2,2
0.97653,0.23458,0.63037,0.7405,0.74199,2,3,2,1,3,1,2,2,2,3,5
0.79059,0.27708,0.97738,0.25495,0.19514,1,1,1,3,3,3,3,3,1,1,2
0.46859,0.17868,0.31676,0.30036,0.19712,2,1,3,1,2,1,2,1,1,2,1
0.50909,0.31638,0.82723,0.083943,0.52725,2,3,2,2,1,3,2,2,2,3,1
0.26478,0.77753,0.543,0.94538,0.19251,1,3,2,2,3,1,1,1,2,1,2
0.97732,0.37864,0.96072,0.29326,0.4138,2,2,2,2,2,3,2,1,1,3,5
0.71638,0.92689,0.44742,0.58003,0.85285,3,2,1,2,2,1,1,1,3,3,4
0.25882,0.58571,0.97328,0.76519,0.67564,1,1,1,2,3,2,2,3,1,3,5
0.62753,0.52936,0.64647,0.5512,0.28852,1,2,3,2,3,2,3,3,1,1,3
0.66811,0.90815,0.87466,0.67074,0.45545,3,1,1,1,1,3,1,2,2,3,1
0.7289,0.99064,0.81764,0.26787,0.92377,2,3,3,2,3,2,3,2,3,3,3
0.4694,0.77981,0.92799,0.0076797,0.41906,3,2,3,3,3,1,1,2,2,1,2
0.44917,0.65633,0.22311,0.053593,0.17134,2,3,3,2,1,3,2,1,2,3,2
0.9455,0.81638,0.71329,0.90589,0.24153,1,3,3,1,3,3,1,2,2,3,3
0.66159,0.11102,0.14488,0.21301,0.73089,2,1,2,1,3,3,3,2,3,3,5
0.25423,0.87485,0.61475,0.39354,0.96275,2,2,1,1,3,1,2,2,2,3,4
0.32796,0.4991,0.86074,0.42102,0.51398,1,3,3,1,2,2,2,3,2,1,2
0.19018,0.20782,0.14193,0.91088,0.44503,3,2,2,2,3,1,3,2,1,1,2
0.69233,0.12573,0.91218,0.18774,0.1185,3,3,3,1,2,3,3,2,1,1,1
0.21422,0.53513,0.076542,0.82435,0.019507,2,2,2,3,3,1,3,1,2,3,2
0.43923,0.18816,0.76654,0.99184,0.21485,2,2,2,2,2,2,3,2,2,2,1
0.89571,0.6307,0.9238,0.58691,0.21558,1,2,1,1,3,1,2,2,1,2,2
0.5173,0.052786,0.78539,0.074466,0.49982,1,1,2,3,1,2,1,3,1,2,3
0.23598,0.73849,0.16543,0.69884,0.077413,2,3,2,1,1,3,1,3,3,3,2
0.49288,0.72016,0.17471,0.51226,0.19346,1,3,1,3,1,2,1,3,1,3,2
0.98296,0.88418,0.90576,0.47642,0.81958,1,2,2,2,3,3,3,2,2,1,4
0.29011,0.29644,0.48889,0.30514,0.80401,2,2,3,2,2,1,1,1,1,2,5
0.74676,0.16276,0.88338,0.23949,0.36231,1,1,2,1,3,2,3,2,1,1,2
0.61853,0.99484,0.64724,0.84513,0.055767,1,3,2,2,3,1,1,1,1,2,3
0.53141,0.045323,0.80035,0.38932,0.30969,1,3,1,1,3,1,2,3,3,3,5
0.89948,0.25812,0.33745,0.17139,0.93768,2,1,3,1,3,3,2,3,1,1,3
0.47942,0.38678,0.18313,0.70315,0.2273,2,3,3,1,1,1,1,1,3,1,1
0.58152,0.68203,0.78424,0.053728,0.11396,1,3,1,3,1,3,3,2,3,3,2
0.29973,0.61233,0.2438,0.56291,0.83291,3,3,1,3,2,1,1,1,3,1,4
0.476,0.046254,0.82233,0.047728,0.28222,2,2,3,2,3,2,2,2,3,1,1
0.30985,0.41633,0.58823,0.9851,0.15602,3,2,2,3,1,1,2,3,3,2,3
0.07227,0.43823,0.040092,0.16613,0.133,1,3,1,1,2,2,1,1,1,3,2
0.7708,0.94916,0.25581,0.76646,0.37692,3,1,2,2,3,3,2,2,2,1,1
0.96895,0.77035,0.46094,0.87282,0.24637,2,2,2,3,2,2,2,3,1,3,3
0.49696,0.054526,0.26567,0.8948,0.55746,1,1,3,3,1,1,1,2,3,1,4
0.46509,0.45252,0.31692,0.24373,0.80918,2,2,3,1,1,1,3,3,1,3,2
0.83338,0.76115,0.12905,0.90659,0.77527,3,3,2,2,2,1,3,3,3,2,2
0.96539,0.1786,0.084949,0.96887,0.79609,3,3,3,2,2,1,3,1,3,1,5
0.98241,0.04546,0.78454,0.8951,0.73545,1,2,2,3,3,2,3,2,3,2,5
0.99608,0.57953,0.85462,0.2396,0.56525,3,2,2,3,3,2,2,1,3,2,5
0.3502,0.28439,0.21649,0.97131,0.8157,2,1,2,1,3,1,3,3,3,1,5
0.12896,0.37327,0.51217,0.15893,0.93994,2,3,1,1,1,1,3,3,3,1,2
0.0012463,0.76258,0.30766,0.17402,0.45517,1,2,1,3,3,1,2,3,3,2,5
0.1918,0.68632,0.83789,0.89421,0.79961,1,2,2,2,2,2,1,1,1,3,2
0.15245,0.83362,0.34388,0.93887,0.86962,1,1,2,1,1,1,2,1,3,2,3
0.31844,0.50751,0.71854,0.1754,0.0045987,1,3,1,3,2,1,3,1,1,1,2
0.079641,0.68076,0.69088,0.39526,0.96747,2,3,1,2,1,2,2,2,2,3,2
0.65123,0.12099,0.81882,0.36516,0.4525,1,2,2,1,1,3,3,3,3,3,4
0.35835,0.21125,0.21693,0.53497,0.22465,2,2,1,3,3,2,3,2,3,1,4
0.24081,0.74136,0.74687,0.96658,0.48496,3,3,1,1,1,1,2,2,3,2,2
0.80973,0.5074,0.082343,0.034907,0.47938,1,3,2,3,3,1,3,1,2,1,2
0.89715,0.037068,0.13757,0.72983,0.11702,2,2,3,1,1,3,2,2,3,3,1
0.36284,0.3064,0.98332,0.49535,0.205,1,2,1,1,2,2,1,2,2,3,1
0.29663,0.50661,0.17291,0.82873,0.78573,2,2,1,1,1,2,3,1,3,1,2
0.15283,0.69749,0.68986,0.28671,0.86278,3,3,2,3,3,1,3,2,1,2,2
0.19338,0.9889,0.77173,0.99192,0.0054838,2,3,1,2,2,1,2,2,1,1,2
0.26481,0.78033,0.98365,0.44644,0.83071,1,1,2,1,1,2,1,1,2,1,4
0.50067,0.81785,0.14563,0.61989,0.065187,1,1,1,3,2,2,2,3,3,1,4
0.73821,0.75447,0.15166,0.46637,0.37418,2,1,1,2,3,2,1,2,3,1,4
0.60313,0.93509,0.63985,0.66893,0.46717,1,3,2,1,1,3,1,3,3,2,3
0.71033,0.13439,0.035739,0.42686,0.48461,2,3,1,1,2,1,1,3,2,3,5
0.18315,0.26232,0.82872,0.63241,0.8199,2,3,1,2,3,1,3,1,3,1,4
0.42764,0.66002,0.98381,0.99868,0.56014,3,2,3,1,1,1,1,3,2,3,2
0.81065,0.72216,0.64405,0.52573,0.56722,1,3,2,3,1,1,2,3,2,3,4
0.84498,0.19785,0.36188,0.65185,0.019718,1,3,1,1,1,2,1,3,3,1,3
0.113,0.50331,0.70601,0.24807,0.31213,1,1,2,3,2,1,1,3,1,2,3
0.30615,0.21588,0.086937,0.39096,0.62643,1,1,3,1,3,1,2,2,3,1,4
0.84902,0.40254,0.25089,0.93459,0.0028946,3,1,1,1,2,3,1,2,2,1,1
0.60174,0.96995,0.63569,0.049305,0.77653,1,3,2,1,1,2,3,3,3,2,3
0.86006,0.28909,0.30142,0.15428,0.41849,2,1,1,2,3,1,1,3,1,2,5
0.61529,0.066604,0.28577,0.4302,0.3627,1,3,3,2,1,3,3,3,2,1,4
0.84474,0.789,0.96934,0.36257,0.62497,3,1,3,3,3,2,1,2,3,3,5
0.083631,0.11697,0.43256,0.44434,0.18668,1,2,3,3,2,1,1,3,3,2,4
0.39624,0.044226,0.45916,0.24939,0.98825,3,1,1,3,2,1,1,1,1,1,3
0.71262,0.27296,0.097407,0.34153,0.45654,1,2,1,3,1,1,1,1,3,2,4
0.91361,0.29412,0.98445,0.46194,0.25452,1,3,2,3,3,3,2,3,1,3,5
0.9939,0.19133,0.85881,0.18692,0.92042,1,2,2,1,1,3,3,1,3,3,2
0.49916,0.71044,0.98062,0.38191,0.31811,1,3,3,1,3,1,2,1,1,2,2
0.50247,0.083368,0.96026,0.95404,0.11195,2,2,1,3,1,2,3,3,2,2,1
0.027776,0.21369,0.95845,0.80805,0.17537,3,1,3,3,2,1,1,2,1,1,4
0.54065,0.41826,0.21942,0.69988,0.16996,3,2,3,2,3,2,2,2,3,2,1
0.43116,0.81998,0.68267,0.24014,0.50019,2,3,1,1,1,3,1,2,1,3,1
0.77413,0.40096,0.39834,0.74689,0.43388,1,2,1,1,1,3,2,1,1,3,2
0.40256,0.42984,0.79615,0.25137,0.10179,3,3,1,1,2,2,1,3,1,2,1
0.72576,0.62025,0.13253,0.14366,0.081489,3,3,3,1,1,1,2,1,2,2,2
0.48889,0.29307,0.88408,0.51422,0.15174,1,2,1,1,3,1,1,2,1,2,4
0.67668,0.93425,0.35336,0.71275,0.40996,3,1,3,2,1,1,2,1,3,1,1
0.33124,0.20368,0.028301,0.64539,0.71963,1,3,2,1,3,3,1,1,1,1,5
0.141,0.32701,0.13765,0.22284,0.18451,1,3,3,3,2,3,2,3,3,3,4
0.85414,0.59803,0.97418,0.18818,0.058553,1,3,1,3,1,2,2,1,1,3,2
0.27669,0.45834,0.91021,0.60531,0.24252,1,2,1,2,3,2,3,3,1,1,2
0.97902,0.56426,0.50578,0.79524,0.14806,3,3,1,3,2,2,1,1,3,3,4
0.40006,0.44036,0.84727,0.86008,0.13576,2,1,2,3,3,2,2,1,3,3,1
0.96724,0.51583,0.98628,0.61844,0.19687,2,1,1,1,2,1,2,1,2,2,2
0.38332,0.88324,0.30315,0.82815,0.96909,1,3,1,1,1,3,3,3,2,2,1
0.8921,0.39488,0.47195,0.24741,0.85083,1,2,2,2,3,2,3,3,3,1,3
0.3946,0.39372,0.10943,0.65048,0.27481,3,2,1,1,3,3,2,1,1,3,1
0.28548,0.89832,0.2202,0.9354,0.96871,1,1,3,2,3,1,3,3,3,2,3
0.72717,0.40064,0.38532,0.31871,0.42076,1,3,2,1,2,3,1,2,3,2,5
0.45398,0.35696,0.12572,0.069854,0.8984,3,1,1,1,2,3,1,2,3,3,1
0.64261,0.71341,0.51694,0.65981,0.93729,2,2,1,2,2,2,3,3,3,2,1
0.15264,0.20051,0.49676,0.44757,0.42784,1,2,1,1,1,3,3,3,1,1,3
0.79958,0.18827,0.77848,0.57589,0.90734,1,3,3,1,3,2,2,3,2,1,3
0.59893,0.89752,0.799,0.55574,0.79376,3,3,1,3,2,3,1,3,3,3,4
0.53159,0.58239,0.18839,0.0027226,0.99309,1,3,1,2,3,3,2,1,1,2,2
0.69099,0.48241,0.30612,0.76757,0.20692,3,3,3,1,2,2,1,2,1,1,1
0.27539,0.70586,0.44511,0.9413,0.66686,3,3,3,2,1,1,3,1,3,3,2
0.97995,0.58735,0.50339,0.32655,0.74699,3,3,3,2,2,2,2,1,3,3,2
0.76488,0.88694,0.82325,0.96725,0.98337,2,2,1,1,1,2,2,3,2,2,1
0.82656,0.56839,0.75168,0.90687,0.1168,2,1,3,1,1,1,3,2,2,2,3
0.019575,0.44752,0.26441,0.79676,0.61851,1,2,1,1,1,1,2,1,2,1,2
0.51796,0.621,0.14447,0.78136,0.0030635,3,2,3,3,3,3,1,1,2,2,1
0.086452,0.052602,0.67452,0.42741,0.8239,2,2,1,3,3,3,2,3,3,3,4
0.37573,0.68485,0.77904,0.48642,0.74646,3,1,3,3,3,2,1,3,2,3,5
0.94688,0.67019,0.1528,0.31232,0.74347,1,2,2,1,1,1,2,2,1,1,2
0.74738,0.97338,0.81075,0.45418,0.36092,1,3,1,1,1,2,1,1,1,2,5
0.18149,0.78544,0.22952,0.70531,0.24991,1,3,1,1,3,1,3,3,1,2,2
0.86518,0.14935,0.48269,0.57588,0.84215,1,2,1,2,1,3,2,1,2,2,4
0.20098,0.94637,0.54678,0.58761,0.55199,3,3,3,1,1,2,3,3,1,3,3
0.94719,0.43454,0.22109,0.32306,0.2102,1,2,3,3,3,2,2,2,3,3,4
0.42139,0.95573,0.19556,0.54995,0.92037,2,1,1,2,3,1,1,1,1,1,5
0.76861,0.089882,0.37408,0.79422,0.55309,1,3,1,3,3,2,1,1,1,1,4
0.41573,0.79641,0.21018,0.01788,0.1972,2,3,1,2,1,2,3,1,3,2,2
0.13915,0.42939,0.60366,0.66306,0.87437,1,2,1,3,1,1,3,3,3,3,4
0.079647,0.72081,0.43772,0.48248,0.024193,2,3,1,1,1,2,3,1,2,2,2
0.001635,0.017888,0.95162,0.4288,0.92563,1,3,2,3,2,2,1,3,3,3,4
0.17999,0.77419,0.66739,0.074727,0.10989,1,1,3,3,2,1,3,2,2,1,3
0.84032,0.051359,0.40911,0.86143,0.6258,3,3,3,2,1,1,3,2,1,1,3
0.93498,0.75309,0.28133,0.79606,0.76929,3,2,2,2,3,1,2,1,2,2,5
0.58862,0.91786,0.13761,0.57357,0.26344,2,2,1,3,1,3,1,3,2,3,4
0.93633,0.49022,0.012926,0.25595,0.56632,3,3,2,3,1,2,2,3,3,3,2
0.039653,0.20723,0.44876,0.62832,0.12173,2,1,2,3,2,1,2,2,2,2,4
0.89128,0.71799,0.75617,0.35164,0.4146,3,1,2,1,1,2,1,1,1,1,1
0.67887,0.50826,0.30904,0.32966,0.70845,2,1,3,3,3,1,2,1,1,2,5
0.77556,0.25162,0.75792,0.3336,0.10344,1,3,1,2,1,2,1,2,3,1,4
0.12609,0.085684,0.88593,0.134,0.32851,2,3,1,3,2,2,3,1,2,3,5
0.40868,0.44923,0.0065594,0.41452,0.78576,1,3,1,3,3,1,2,3,1,2,5
0.61895,0.7534,0.24871,0.14461,0.68014,2,2,3,3,2,1,2,2,1,2,5
0.93282,0.36885,0.39111,0.13359,0.90061,1,3,3,3,1,1,1,3,1,1,3
0.24866,0.41739,0.38874,0.56944,0.61175,2,2,1,3,3,2,1,1,2,1,4
0.66298,0.92233,0.31996,0.61872,0.5366,3,1,3,1,3,3,3,3,1,2,1
0.4496,0.91566,0.04619,0.8156,0.80034,1,3,1,3,3,2,3,1,3,3,5
0.36375,0.011194,0.18056,0.42994,0.72319,2,2,3,2,2,3,3,3,2,1,1
0.98813,0.55037,0.29293,0.49136,0.13951,3,1,3,3,3,2,2,3,2,3,4
0.91064,0.03713,0.10759,0.90226,0.4556,2,3,2,1,3,2,2,1,2,2,5
0.54691,0.78762,0.6175,0.025259,0.84772,1,1,2,2,1,2,1,1,1,1,3
0.070982,0.92624,0.72703,0.43121,0.092704,1,1,2,2,1,2,2,1,1,3,3
0.67483,0.79544,0.86337,0.62379,0.71415,1,3,3,1,1,1,1,1,2,1,2
0.24462,0.31829,0.014708,0.28751,0.29106,3,2,1,3,3,3,2,1,3,1,4
0.52999,0.88013,0.47716,0.10516,0.52459,3,1,1,1,3,1,2,1,3,1,1
0.92194,0.68489,0.10727,0.49438,0.98214,3,3,3,2,2,2,2,1,1,3,2
0.37604,0.5624,0.37009,0.6696,0.56075,2,3,1,2,2,2,3,3,3,2,2
0.23691,0.8519,0.52019,0.051615,0.29424,2,3,1,2,2,1,1,1,1,2,2
0.16078,0.84903,0.97082,0.44747,0.34138,2,3,1,3,2,3,2,2,2,1,4
0.94902,0.60378,0.10651,0.51651,0.82096,1,2,3,1,1,2,1,1,1,2,2
0.9437,0.25651,0.86761,0.55334,0.62406,1,1,2,3,1,1,2,2,2,1,4
0.60941,0.4317,0.68694,0.54256,0.95747,2,2,3,3,3,2,3,3,1,1,3
0.46333,0.036645,0.9533,0.084651,0.36113,1,2,1,2,1,2,2,1,3,1,1
0.38072,0.78004,0.16913,0.96181,0.30993,3,2,3,2,2,2,3,1,1,2,1
0.098076,0.61015,0.73761,0.21557,0.40463,2,3,1,1,1,3,2,3,2,3,2
0.52279,1.10E-05,0.040989,0.92836,0.68467,1,1,3,3,2,3,1,2,2,3,5
0.24874,0.79216,0.41484,0.07074,0.90508,1,1,3,1,1,1,1,2,3,1,3
0.47967,0.39984,0.015872,0.69661,0.57328,1,2,1,3,2,2,2,3,1,2,5
0.052114,0.45174,0.29142,0.30431,0.38817,2,3,2,3,1,1,3,3,3,2,2
0.14741,0.87065,0.2256,0.85405,0.39101,1,2,3,1,2,2,1,3,1,3,5
0.10359,0.82586,0.92873,0.0083305,0.38399,2,1,3,3,3,1,2,3,2,1,3
0.65577,0.47491,0.84765,0.53634,0.67839,2,3,1,2,1,1,3,1,3,2,2
0.42463,0.92026,0.88081,0.93432,0.012123,1,2,3,3,1,1,3,2,3,2,3
0.89063,0.60241,0.49697,0.6898,0.75579,2,1,3,3,1,2,3,2,2,3,4
0.48079,0.037905,0.40238,0.5886,0.81532,3,3,2,2,3,1,1,2,3,3,4
0.69939,0.049583,0.81846,0.41655,0.023629,3,1,1,3,2,1,2,2,3,3,4
0.98475,0.029925,0.48589,0.35824,0.59577,2,3,1,2,1,2,2,1,2,1,4
0.20423,0.35404,0.27102,0.080637,0.99726,2,2,3,2,1,1,1,1,1,3,2
0.81105,0.6502,0.87849,0.44836,0.69205,1,3,3,1,1,3,2,1,3,1,2
0.54925,0.94872,0.95469,0.36214,0.12846,3,2,2,2,3,1,1,1,1,2,1
0.93568,0.52465,0.85811,0.067171,0.30734,1,2,3,1,2,3,3,1,2,1,2
0.33875,0.17326,0.35016,0.88859,0.9466,1,3,1,3,3,1,1,2,2,1,4
0.60875,0.86191,0.62945,0.57659,0.51252,1,2,3,1,3,1,3,1,1,3,5
0.7149,0.73434,0.96889,0.36704,0.040772,1,3,3,3,2,1,3,2,2,1,2
0.40481,0.70146,0.09218,0.96825,0.95744,3,3,1,2,2,2,1,3,2,1,2
0.62783,0.88882,0.48722,0.97503,0.76236,2,3,3,2,2,3,2,2,3,2,3
0.58909,0.27915,0.63882,0.67466,0.83465,3,2,3,3,2,1,3,2,2,1,3
0.8506,0.87358,0.6831,0.53252,0.63275,2,1,2,3,1,1,1,1,2,1,4
0.43326,0.56968,0.58777,0.27678,0.72381,3,1,1,2,2,3,1,3,3,1,1
0.51432,0.15867,0.63427,0.95542,0.63049,3,1,1,1,2,3,1,1,1,2,1
0.6749,0.70972,0.13898,0.55443,0.86908,1,1,1,1,2,3,2,1,3,1,4
0.51685,0.60943,0.36576,0.84797,0.038777,1,2,1,1,2,2,3,2,3,3,2
0.57486,0.20294,0.095944,0.97567,0.31411,1,3,2,3,1,1,3,3,2,3,5
0.18531,0.61458,0.017862,0.75936,0.38263,1,3,2,1,1,2,3,3,2,3,2
0.94985,0.99964,0.29497,0.37826,0.66523,3,2,1,3,3,2,2,1,3,1,4
0.30096,0.32482,0.64384,0.99326,0.99641,1,3,1,1,3,3,3,1,1,1,2
0.69393,0.85913,0.34495,0.003987,0.43654,1,1,1,2,1,2,1,1,3,1,5
0.71063,0.11812,0.63084,0.37927,0.40723,1,2,2,2,1,2,3,1,1,2,3
0.49177,0.18407,0.44713,0.64787,0.84547,2,3,3,2,2,2,1,2,2,3,1
0.96288,0.77357,0.33026,0.066928,0.39646,2,1,2,2,3,1,2,3,1,3,5
0.99893,0.9934,0.67769,0.83325,0.34439,3,1,3,2,1,1,1,1,3,3,3
0.11974,0.98753,0.45173,0.54178,0.87163,2,2,3,2,1,1,2,3,1,1,3
0.059856,0.68532,0.87939,0.38861,0.068424,3,2,2,3,2,1,3,3,2,1,2
0.88022,0.66488,0.58205,0.49986,0.14714,3,3,1,1,1,2,2,3,3,2,2
0.48444,0.81815,0.48769,0.71399,0.35018,3,2,2,3,3,2,1,1,1,1,1
0.8497,0.43219,0.35236,0.61318,0.99414,2,1,3,2,3,2,1,3,2,3,3
0.32521,0.43505,0.44878,0.76923,0.95447,1,3,1,2,2,2,3,2,1,1,2
0.29877,0.9575,0.60587,0.87257,0.50439,2,3,2,1,2,3,1,3,3,1,3
0.050462,0.1114,0.070837,0.070373,0.95597,3,3,1,3,1,2,1,3,2,1,3
0.010176,0.98144,0.6461,0.31797,0.87416,2,2,1,1,1,3,3,2,2,2,4
0.62254,0.57892,0.31117,0.25161,0.37311,1,3,1,3,3,3,3,3,2,2,2
0.64865,0.58157,0.79697,0.33652,0.26111,3,1,1,1,1,3,3,3,3,2,1
0.58518,0.90838,0.71244,0.063278,0.84664,3,1,3,3,2,2,2,1,1,3,1
0.92008,0.70422,0.25177,0.15291,0.41944,2,2,3,1,3,1,2,2,1,2,5
0.3116,0.77272,0.66941,0.2196,0.51689,2,3,2,1,3,1,2,2,1,3,5
0.4917,0.62219,0.78812,0.94659,0.96152,3,1,1,1,1,3,3,2,1,3,1
0.95224,0.36055,0.081718,0.4886,0.46776,2,3,1,1,3,1,1,1,3,2,5
0.80349,0.56332,0.49353,0.30235,0.14245,1,2,3,2,2,1,3,3,2,3,3
0.68082,0.74333,0.61671,0.66945,0.043673,1,2,1,1,3,1,1,2,2,2,2
0.51189,0.97736,0.66745,0.18138,0.17995,1,1,3,3,1,3,1,2,2,3,3
0.57255,0.5839,0.13693,0.79504,0.26732,1,1,3,1,2,1,3,2,3,3,5
0.76353,0.72936,0.099361,0.32749,0.66473,3,1,1,3,1,2,3,2,2,2,1
0.32641,0.073017,0.21713,0.21885,0.43692,1,3,2,1,2,1,3,2,1,1,5
0.84479,0.30993,0.44198,0.91156,0.90936,1,3,2,3,3,1,1,1,3,2,5
0.68372,0.9774,0.86448,0.60472,0.2207,2,2,2,3,3,1,1,3,1,2,1
0.87351,0.98371,0.98372,0.74486,0.75871,1,3,3,2,1,3,3,1,1,3,4
0.095662,0.22864,0.47542,0.0044573,0.97595,1,3,3,1,3,3,2,2,2,3,3
0.27905,0.28261,0.45675,0.66641,0.90248,2,3,2,2,3,1,1,1,3,2,4
0.76522,0.55742,0.46972,0.60162,0.31968,2,1,1,3,1,3,1,3,3,1,4
0.51498,0.7517,0.32786,0.17836,0.21979,2,2,1,1,1,2,1,1,3,2,1
0.9698,0.56688,0.04162,0.78536,0.45145,3,1,3,1,1,3,2,3,1,2,5
0.68578,0.38071,0.74662,0.71467,0.27183,2,2,1,2,3,1,1,1,1,2,1
0.13363,0.54327,0.78009,0.40533,0.88663,3,3,1,1,3,2,2,3,2,2,2
0.93503,0.75702,0.52808,0.86814,0.85095,2,1,1,1,1,2,1,3,2,1,3
0.57474,0.18478,0.17593,0.40634,0.51358,2,2,2,1,2,3,2,1,2,2,1
0.14842,0.47865,0.042736,0.31951,0.17887,2,2,1,2,2,3,1,3,2,3,4
0.057237,0.50736,0.10698,0.5063,0.81162,3,1,1,2,3,1,1,1,2,3,4
0.38002,0.083739,0.11083,0.53281,0.19191,3,3,2,3,2,3,2,2,1,3,1
0.15642,0.32512,0.49243,0.95595,0.090622,2,3,1,3,3,1,2,3,2,1,3
0.87228,0.58772,0.66998,0.075103,0.83525,2,2,3,1,2,1,3,2,3,2,3
0.28531,0.31036,0.39803,0.13073,0.075167,2,2,2,3,3,2,1,2,2,1,3
0.69363,0.8124,0.2902,0.7031,0.62368,1,1,3,3,2,2,1,3,2,3,4
0.14384,0.14933,0.2557,0.70108,0.73235,1,2,2,2,3,3,3,3,1,1,5
0.4071,0.5047,0.45566,0.31107,0.78295,1,2,1,1,2,1,1,3,3,3,4
0.84279,0.80957,0.83731,0.1569,0.67051,3,3,2,3,2,1,2,1,2,2,2
0.33804,0.73982,0.66829,0.11225,0.65849,1,1,2,3,1,1,3,3,3,3,3
0.24197,0.59348,0.9201,0.064796,0.85566,1,2,3,3,3,2,2,1,3,1,2
0.52984,0.33482,0.83282,0.80453,0.23513,1,1,1,1,1,2,2,2,1,1,2
0.1921,0.64355,0.71688,0.41819,0.81667,1,2,3,3,2,2,1,2,1,3,3
0.84611,0.58331,0.15618,0.03939,0.9621,1,2,3,2,1,2,1,3,3,2,2
0.12465,0.92938,0.29371,0.2911,0.2184,1,1,2,3,3,3,3,3,2,1,3
0.34624,0.21014,0.84671,0.75235,0.66115,2,1,3,2,3,3,2,3,2,1,1
0.40935,0.056186,0.16546,0.82724,0.42074,2,1,2,2,1,2,1,1,1,2,1
0.32205,0.74429,0.17668,0.58624,0.30918,2,1,3,2,1,2,1,2,3,2,4
0.63289,0.87996,0.96858,0.99928,0.016431,3,3,1,1,1,3,1,3,3,2,1
0.58104,0.99031,0.97848,0.08077,0.56512,2,1,2,1,2,1,3,3,1,1,1
0.27212,0.80189,0.37283,0.26566,0.85933,1,3,2,1,3,2,2,2,3,2,2
0.24917,0.39149,0.79691,0.286,0.47831,2,1,1,3,3,1,1,2,1,2,5
0.84449,0.60607,0.58468,0.50695,0.92922,2,3,3,3,1,3,2,3,2,2,3
0.93834,0.85979,0.002219,0.96166,0.10143,1,2,3,1,1,3,2,2,3,2,2
0.86733,0.84579,0.38157,0.86233,0.58154,3,2,2,3,2,1,3,2,1,3,5
0.92894,0.89084,0.53969,0.15954,0.049935,1,1,1,2,1,3,2,1,1,1,3
0.1862,0.46049,0.99498,0.68292,0.80059,2,3,2,1,2,2,2,2,1,1,2
0.66358,0.18206,0.23011,0.32673,0.47861,2,3,3,3,2,3,3,3,1,1,1
0.20958,0.57199,0.88052,0.07036,0.8392,1,3,1,3,2,1,1,3,3,1,2
0.74729,0.63847,0.9221,0.8104,0.27917,3,3,2,2,2,3,2,2,3,1,2
0.9553,0.41232,0.95348,0.61165,0.64059,1,1,1,3,1,2,3,1,2,2,4
0.8397,0.52734,0.26895,0.10064,0.29909,2,3,1,2,3,1,1,2,1,3,5
0.61903,0.15684,0.16651,0.82764,0.29817,2,1,1,3,3,2,3,3,3,2,1
